Upload Image,Image Size,Processed Image,Download Coordinates CSV,timestamp
.gradio/flagged/Upload Image/1239c043a6b83d68931b/gato.jpg,20,.gradio/flagged/Processed Image/08f1682a6dfbdf96b796/image.webp,.gradio/flagged/Download Coordinates CSV/f94c25a3058d9a6cc921/coordinates.csv,2024-11-09 22:38:43.750570
