0,1,19,8
0,1,19,9
0,1,19,10
0,1,19,11
0,1,19,12
0,1,19,13
0,1,19,15
0,1,19,16
0,1,19,17
0,1,1,0
0,1,2,0
0,1,3,0
0,1,10,19
0,1,11,19
0,1,13,19
0,1,14,19
0,1,15,19
0,1,16,19
0,1,17,19
0,2,19,8
0,2,19,9
0,2,19,10
0,2,19,11
0,2,19,12
0,2,19,13
0,2,19,14
0,2,19,15
0,2,19,16
0,2,19,17
0,2,19,18
0,2,1,0
0,2,11,19
0,2,12,19
0,2,13,19
0,2,14,19
0,2,15,19
0,2,16,19
0,2,17,19
0,3,19,7
0,3,19,8
0,3,19,9
0,3,19,10
0,3,19,11
0,3,19,12
0,3,19,14
0,3,19,15
0,3,19,16
0,3,19,17
0,3,19,18
0,3,1,0
0,3,14,19
0,3,15,19
0,3,16,19
0,3,17,19
0,3,18,19
0,3,19,19
0,4,19,6
0,4,19,7
0,4,19,8
0,4,19,9
0,4,19,10
0,4,19,14
0,4,19,15
0,4,19,16
0,4,19,17
0,4,19,18
0,4,14,19
0,4,15,19
0,4,16,19
0,4,17,19
0,4,19,19
0,5,19,6
0,5,19,7
0,5,19,8
0,5,19,9
0,5,19,10
0,5,19,11
0,5,19,12
0,5,19,13
0,5,19,14
0,5,19,15
0,5,19,16
0,5,19,17
0,5,19,18
0,5,2,19
0,5,19,19
0,6,19,3
0,6,19,4
0,6,19,5
0,6,19,6
0,6,19,7
0,6,19,8
0,6,19,9
0,6,19,10
0,6,19,11
0,6,19,12
0,6,19,13
0,6,19,14
0,6,19,15
0,6,19,16
0,6,3,19
0,6,18,19
0,7,19,1
0,7,19,2
0,7,19,3
0,7,19,4
0,7,19,5
0,7,19,6
0,7,19,7
0,7,19,8
0,7,19,14
0,7,19,15
0,7,19,17
0,7,14,0
0,7,15,0
0,7,16,0
0,7,18,0
0,7,4,19
0,8,19,1
0,8,19,2
0,8,19,3
0,8,19,4
0,8,19,5
0,8,19,10
0,8,19,13
0,8,19,14
0,8,19,15
0,8,19,16
0,8,10,0
0,8,16,0
0,8,17,0
0,8,18,0
0,8,19,0
0,8,8,19
0,9,19,1
0,9,19,2
0,9,19,3
0,9,19,6
0,9,19,8
0,9,19,9
0,9,19,10
0,9,19,11
0,9,19,12
0,9,19,13
0,9,19,14
0,9,12,0
0,9,14,0
0,9,15,0
0,9,16,0
0,9,17,0
0,9,19,0
0,10,19,5
0,10,19,6
0,10,19,7
0,10,19,8
0,10,19,9
0,10,19,10
0,10,19,11
0,10,19,12
0,10,19,13
0,10,19,14
0,10,11,0
0,10,12,0
0,10,15,0
0,10,16,0
0,10,17,0
0,10,18,0
0,10,8,19
0,11,19,2
0,11,19,5
0,11,19,6
0,11,19,7
0,11,19,8
0,11,19,9
0,11,19,10
0,11,19,11
0,11,19,12
0,11,19,13
0,11,19,14
